cfg,label,reason,traceback
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\01.JANUARI\01. RECLOSE TASIKMALAYA - MALANGBONG 2 (7 JAN 2025)_PETIR\DFR Eksternal\Tasikmalaya 2\ZQ30.cfg,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\01.JANUARI\01. RECLOSE TASIKMALAYA - MALANGBONG 2 (7 JAN 2025)_PETIR\Distance Tasikmalaya 2\Tuesday 07 January 2025 12.39.23.002.CFG,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\01.JANUARI\02. RECLOSE BANJAR - PANGANDARAN 1-2 (14 JAN 20245)_PETIR\DFR Eksternal\DFR Eksternal Bay Banjar\ZQ124.cfg,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\01.JANUARI\02. RECLOSE BANJAR - PANGANDARAN 1-2 (14 JAN 20245)_PETIR\DFR Eksternal\DFR Eksternal Bay Pangandaran\DFR Eksternal Bay Pangandaran 1-2 rek 1.cfg,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\01.JANUARI\02. RECLOSE BANJAR - PANGANDARAN 1-2 (14 JAN 20245)_PETIR\DFR Eksternal\DFR Eksternal Bay Pangandaran\DFR Eksternal Bay Pangandaran 1-2 rek 2.cfg,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\01.JANUARI\02. RECLOSE BANJAR - PANGANDARAN 1-2 (14 JAN 20245)_PETIR\DFR Eksternal\DFR Eksternal Bay Pangandaran\DFR Eksternal Bay Pangandaran 1-2 rek 3.cfg,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\01.JANUARI\02. RECLOSE BANJAR - PANGANDARAN 1-2 (14 JAN 20245)_PETIR\DFR Rele Bay Banjar 1\Tuesday 14 January 2025 14.50.53.000.CFG,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\01.JANUARI\02. RECLOSE BANJAR - PANGANDARAN 1-2 (14 JAN 20245)_PETIR\DFR Rele Bay Pangandaran 1\Tuesday 14 January 2025 15.44.39.000.CFG,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\01.JANUARI\02. RECLOSE BANJAR - PANGANDARAN 1-2 (14 JAN 20245)_PETIR\DFR Rele Bay Pangandaran 2\Tuesday 14 January 2025 15.47.05.000.CFG,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
"C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\01.JANUARI\03. RECLOSE SUTET MDCAN-IDMYU 1 (15 JAN 2025)_PETIR\GITET MDCAN\IDMYU-1\250115,143941520,+7h0,GITET MANDIRANCAN,INDRAMAYU 1-2,Qualitrol LLC.cfg",PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\01.JANUARI\05. RECLOSE SUKSES SUTT 150 KV DARAJAT-KAMOJANG #1 (26 JAN 2025)_PETIR\DFR EKSTERNAL\ZQ29.cfg,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\01.JANUARI\05. RECLOSE SUKSES SUTT 150 KV DARAJAT-KAMOJANG #1 (26 JAN 2025)_PETIR\RELAY DISTANCE\GI DARAJAT BAY KAMOJANG #1\Sunday 26 January 2025 15.00.24.000.CFG,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\01.JANUARI\05. RECLOSE SUKSES SUTT 150 KV DARAJAT-KAMOJANG #1 (26 JAN 2025)_PETIR\RELAY DISTANCE\GI KAMOJANG BAY DARAJAT #1\dfr darajat 1.CFG,PETIR,parse returned None,
"C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\02.FEBRUARI\07. RECLOSE SUTT 70KV BANJAR - PANGANDARAN #2 (25 FEB 2025)_PETIR\DFR Ekternal Bay PDRAN\250225,094405560,+7h0,GI BANJAR,PANGANDARAN 1-2,Qualitrol LLC.cfg",PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\03. MARET\01. RECLOSE SUKSES SUTET 500KV TASIK-BDSLN (06 MARET 2025)_PETIR\RELAY LCD\GITET TASIK BAY BANSEL\Reclose bansel Main A 06032025\Main A 05032025.CFG,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\03. MARET\02. RECLOSE SUKSES SUTT 150 KV DARAJAT-GARUT #1 (9 MARET 2025)_BENDA LAIN_LAYANG-LAYANG\DFR EKSTERNAL\ZQ33.cfg,LAYANG,protection=UNKNOWN,
"C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\03. MARET\04. RECLOSE SUTT TASIKMALAYA - MALANGBONG #1 (15 MARET 2025)_PETIR\DFR Eksternal\250315,073129487,+7h0,GI TASIK LAMA,MLBNG 1-2,Qualitrol LLC.cfg",PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\03. MARET\04. RECLOSE SUTT TASIKMALAYA - MALANGBONG #1 (15 MARET 2025)_PETIR\GI Malangbong\Saturday 15 March 2025 13.50.16.000.CFG,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\03. MARET\04. RECLOSE SUTT TASIKMALAYA - MALANGBONG #1 (15 MARET 2025)_PETIR\GI Tasikmalaya\Monday 31 January 1994 05.19.17.000.CFG,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\03. MARET\05. FINAL TRIP SRAGI-ARJWN 2 ( 31 MARET 2025)_RANTING POHON\GI ARJWN\GI Arjawinangun\20250331_143255_058_r150.cfg,POHON,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\03. MARET\05. FINAL TRIP SRAGI-ARJWN 2 ( 31 MARET 2025)_RANTING POHON\GI SRAGI\GI Sunyaragi\GI Sunyaragi Arjawinangun-2.CFG,POHON,parse returned None,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\04. APRIL\02. RECLOSE PRKAN-SMDG 2 (4 APRIL 2025)_PETIR\GI PARAKAN\Friday 04 April 2025 15.25.23.000.CFG,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\04. APRIL\02. RECLOSE PRKAN-SMDG 2 (4 APRIL 2025)_PETIR\GI PARAKAN\RIO GI PRKAN\RIO GI PRKAN.cfg,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\04. APRIL\02. RECLOSE PRKAN-SMDG 2 (4 APRIL 2025)_PETIR\GI SUMEDANG\04042025 ggn smd-prkn #2\20250404_142133_423_r091.cfg,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
"C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\04. APRIL\05. RECLOSE SUTET INDRAMAYU-DELTAMAS#1 (12 APRIL 2025)_PETIR\DFR EKSTERNAL\250412,074521545,+7h0,GITET 500KV INDRAMAYU,DELTAMAS 1-2,Qualitrol LLC.cfg",PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\04. APRIL\06. RECLOSE KDPTN-ARJWN 2 (18 APRIL 2025)_PETIR\GI ARJWN\20250418_110258_151_r197.cfg,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\04. APRIL\06. RECLOSE KDPTN-ARJWN 2 (18 APRIL 2025)_PETIR\GI KDPTN\20250418_175051_488_r210.cfg,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\04. APRIL\07. RECLOSE SUTT TASIKMALAYA - TASIKMALAYA BARU #2 (18 APRIL 2025)_PETIR\GI Tasikbaru\BAY TASIK 2\RECLOSE BAY TASIK 2 18042025.CFG,PETIR,parse returned None,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\04. APRIL\07. RECLOSE SUTT TASIKMALAYA - TASIKMALAYA BARU #2 (18 APRIL 2025)_PETIR\GI Tasikmalaya\DS TSBRU 2 RECLOSE.CFG,PETIR,parse returned None,
"C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\05. MEI\01. RECLOSE JATIBARANG-INDRAMAYU #1 (18 MEI 2025)_PETIR\EKSTERNAL\250518,155149390,+7h0,GI JATIBARANG 70 kV,INDRAMAYU 1-2,Qualitrol LLC.cfg",PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\05. MEI\01. RECLOSE JATIBARANG-INDRAMAYU #1 (18 MEI 2025)_PETIR\INTERNAL\GI JTBRG4\20250518_155149_642_r193.cfg,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2022\06. JUNI\09062022 GI PABUARAN BAY KAPASITOR TRIP BENDA ASING\PCS9611_RCD_00043_20220609_085933_684.CFG,BENDA_ASING,no fault detected,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\01. JANUARI\20240102_GI PURWAKARTA_BAY SUBANG #2_PETIR\Tuesday 02 January 2024 19.48.35.001.CFG,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\01. JANUARI\20240102_GI SUBANG_BAY PURWAKARTA #1_PETIR\Tuesday 02 January 2024 20.36.12.000.CFG,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\01. JANUARI\20240102_GI SUBANG_BAY PURWAKARTA #2_PETIR\Tuesday 02 January 2024 19.52.57.000.CFG,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\03. MARET\20240306_GI PURWAKARTA_BAY KOSAMBI BARU_PETIR\Wednesday 06 March 2024 16.24.41.000.CFG,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\04. APRIL\20240401_GI INDORAMA_BAY CIGANEA_PETIR\01042024.CFG,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\04. APRIL\20240404_GI KOSAMBI BARU_BAY PURWAKARTA_PETIR\2039-10-25-16-56-59-893_167(0)_F.cfg,PETIR,parse returned None,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\04. APRIL\20240415_GI TATAJABAR_BAY JATILUHUR#1_PETIR\FR000001.cfg,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\04. APRIL\20240425_GI SUKATANI GOBEL_BAY KOSAMBI BARU #2_PETIR\P442 KOSAMBI BARU 2\P442 KOSAMBI BARU 2\1\DR\Wednesday 24 April 2024 19.43.55.000.CFG,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\09. SEPTEMBER\20240925_DFR BAY JATILUHUR 2 GI TATAJABAR_PETIR\jatiluhur-ttjbr2 25-9-2024.cfg,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\09. SEPTEMBER\20240925_DFR BAY TATAJABAR 2 GI JATILUHUR_PETIR\Wednesday 25 September 2024 18.45.31.000.CFG,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\10. OKTOBER\20241014_CIRATA - PURWAKARTA 2 RECLOSE_PETIR\BAY PURWAKARTA 2 GI CIRATA\BAY 70 KV PWKTA 2.cfg,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\11. NOVEMBER\20112024_GI PURWAKARTA_BAY CIRATA#2_PETIR\DFR GI CIRATA BAY PWKTA 2\Wednesday 20 November 2024 20.11.06.000.CFG,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\11. NOVEMBER\20112024_GI PURWAKARTA_BAY CIRATA#2_PETIR\DFR GI CIRATA BAY PWKTA 2\Wednesday 20 November 2024 20.28.18.001.CFG,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\11. NOVEMBER\20112024_GI PURWAKARTA_BAY CIRATA#2_PETIR\DFR GI PWKTA bay cirata 2\Wednesday 20 November 2024 20.07.13.000.CFG,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2024\12. DESEMBER\01122024_GI CIRATA_BAY WALINI#2_PETIR\DFR BAY WALINI 2\PCS900_RCD_02346_20241201_184352_849.CFG,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2025\02. FEBRUARI\16022025_GI DELTAMAS_BAY DATA CENTER 1_PETIR\16-02-2025 RECLOSE DATA CENTER 1 GI DELTAMAS.CFG,PETIR,parse returned None,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2025\02. FEBRUARI\21022025_GI PURWAKARTA_BAY SUBANG#1_PETIR\DFR GI PURWAKARTA BAY SUBANG 1\BAY SUBANG 1 21 FEB 2025.CFG,PETIR,parse returned None,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT KARAWANG\2025\03. MARET\04032025_GI PURWARTA_BAY CIRATA BARU #1_PETIR\DFR GI PURWAKARTA BAY CIRATA 1\RECLOSE BAY CIRATA 1 04 03 2025 GI PURWAKARTA.CFG,PETIR,parse returned None,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2024\01. JANUARI\20240127_GI WONOSARI_BAY RAYUM #2_PETIR\GANGGUAN WONOSARI RARYUM 2 21012024.cfg,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
"C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2024\4.APRIL\20240426_GI KENTUNGAN_BAY PEDAN2_PETIR\DFR Eksternal GI Kentungan Bay Pedan 2\240327,063452058,0,GI KENTUNGAN,PEDAN 1-2,Qualitrol LLC.cfg",PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2024\4.APRIL\20240426_GI KENTUNGAN_BAY PEDAN2_PETIR\DFR Eksternal GI Pedan Bay Kentungan 2\ZQ5B.cfg,PETIR,'DistanceFeatures' object has no attribute 'fault_duration_ms',"s\36. DFR GANGGUAN UIT JBT\pipeline\batch_extract.py"", line 147, in flatten_features
    d[""duration_ok""] = feat.fault_duration_ms >= 5.0
                       ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DistanceFeatures' object has no attribute 'fault_duration_ms'. Did you mean: 'record_duration_ms'?
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2024\4.APRIL\20240426_GI KENTUNGAN_BAY PEDAN2_PETIR\DFR Relay LCD GI Kentungan Bay Pedan 2\20240326_163425_865_r131.cfg,PETIR,protection=DIFFERENTIAL,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2024\4.APRIL\20240426_GI KENTUNGAN_BAY PEDAN2_PETIR\DFR RELAY LCD GI Pedan Bay Kentungan 2\26032024.CFG,PETIR,protection=DIFFERENTIAL,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2024\4.APRIL\20240426_GI KENTUNGAN_BAY PEDAN2_PETIR\DFR RELAY LCD GI Pedan Bay Kentungan 2\Tuesday 26 March 2024 23.36.30.000.CFG,PETIR,protection=DIFFERENTIAL,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT SALATIGA\2024\5. MEI\20240516_GITET PEDAN BAY KEDIRI #2_BENDA ASING\pedan kediri 2 16mei 2024\dfr internal siemens main b.CFG,BENDA_ASING,protection=UNKNOWN,
